sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	rep	pseudorep	MMPRNT_ID	plant	treatment	time_zone	longitude	latitude	altitude	location	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	itemID_JGI	sampleID_JGI	barcode	JGI_library	HPCC_path	JGI_taxonOID	JGI_rawdataname	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year	X	X.1	X.2	X.3
53	16	G6R1_NF_31MAY2016	31	5	2016	12:08	hazy	30.1	soil/air temp and time data are per-plot	G6R1_NF	1	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_NF_31MAY2016	6	2017-09-27	6.2	69	23	59	924	149	2.2	1.1	4.6	13.19	22.5	G6R1_NF_31MAY2016	250	2.159	44.259	20.5	111	2.199	G6R1_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.45	Benzyl Chloride 	190	18.4		641.5	SH Lee	G6R1_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015294	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
54	17	G6R2_NF_31MAY2016	31	5	2016	13:47	hazy	26.6	soil/air temp and time data are per-plot	G6R2_NF	2	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_NF_31MAY2016	6	2017-09-27	6.1	69	21	53	806	141	2.1	1.4	6.1	12.01	22.8	G6R2_NF_31MAY2016	267	2.1454	44.2143	20.61	111	2.111	G6R2_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.13	Benzyl Chloride 	190	57.6		2133.3	SH Lee	G6R2_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015321	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
55	18	G6R3_NF_31MAY2016	31	5	2016	14:40	hazy	27.2	soil/air temp and time data are per-plot	G6R3_NF	3	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_NF_31MAY2016	6	2017-09-27	6.1	69	23	60	941	158	2.6	2.1	4.3	11.56	24.7	G6R3_NF_31MAY2016	269	2.6513	46.5278	17.55	111	2.573	G6R3_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.77	Benzyl Chloride 	190	17.27		568.7	SH Lee	G6R3_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015277	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
56	19	G6R4_NF_31MAY2016	31	5	2016	12:55	hazy	25.6	soil/air temp and time data are per-plot	G6R4_NF	4	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_NF_31MAY2016	6	2017-09-27	6.3	69	31	79	979	154	2.8	3.4	7.1	13.52	20	G6R4_NF_31MAY2016	271	2.3257	44.8141	19.27	111	2.198	G6R4_NF_31MAY2016_LD1		DNA	1	phyllosphere	5.85	Benzyl Chloride 	190	14.4		467.7	SH Lee	G6R4_NF_31MAY2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015323	NA	2016-05-31	1464667200	31.05.16	0	20.7	27.6	11.5	983	58.33	1.3	2.08	69	297.63	411.51	24.7	18.9	2016	NA	NA	NA	NA
57	1	G5R1_MAIN_20JUN2016	20	6	2016	11:44	sunny/hazy windy, 29C	35.5	NA	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_20JUN2016	6	2017-10-10	6.3	73	22	59	780	126	2.1	0.7	2.2	7.59	23.5	G5R1_MAIN_20JUN2016	328	1.9265	45.0537	23.39	112	1.04	G5R1_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.71	Benzyl Chloride 	190	11.8		392.6	SH Lee	G5R1_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015319	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
58	2	G5R2_MAIN_20JUN2016	20	6	2016	12:35	sunny/hazy windy, cloudy, 29C	28.2	NA	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_20JUN2016	6	2017-10-10	6.1	71	16	52	750	135	2.4	0.4	2.7	6.63	24.2	G5R2_MAIN_20JUN2016	320	1.8838	45.5922	24.2	112	0.894	G5R2_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.34	Benzyl Chloride 	190	14.5		515.9	SH Lee	G5R2_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015331	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
59	3	G5R3_MAIN_20JUN2016	20	6	2016	13:19	sunny/hazy windy, cloudy, 29C	27.1	NA	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_20JUN2016	6	2017-10-10	6.1	72	14	62	971	149	2.7	0.7	3.3	9.08	22.4	G5R3_MAIN_20JUN2016	309	2.0215	42.1181	20.84	112	0.987	G5R3_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.05	Benzyl Chloride 	190	9.88		371.7	SH Lee	G5R3_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015334	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
60	4	G5R4_MAIN_20JUN2016	20	6	2016	14:05	sunny/hazy windy, cloudy, 29C	28.2	NA	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_20JUN2016	6	2017-10-10	6	70	34	116	779	151	3	2.1	3.3	5.24	24.2	G5R4_MAIN_20JUN2016	334	1.7893	45.3521	25.35	112	1.032	G5R4_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.15	Benzyl Chloride 	190	21.47		792.1	SH Lee	G5R4_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015340	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
61	6	G5R1_NF_20JUN2016	20	6	2016	11:44	sunny/hazy windy, 29C	35.5	NA	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_20JUN2016	6	2017-10-10	6.7	74	22	62	875	126	2.3	0.8	2.5	8.34	23.5	G5R1_NF_20JUN2016	334	1.3485	44.84	33.25	112	2.593	G5R1_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.48	Benzyl Chloride 	190	3.82		132.4	SH Lee	G5R1_NF_20JUN2016_LD1_MG		3.82	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015324	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
62	7	G5R2_NF_20JUN2016	20	6	2016	12:35	sunny/hazy windy, cloudy, 29C	28.2	NA	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_20JUN2016	6	2017-10-10	6.1	71	15	57	782	120	2.4	0.4	3.9	8.72	24.2	G5R2_NF_20JUN2016	346	1.3269	45.0347	33.94	112	2.615	G5R2_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.63	Benzyl Chloride 	190	8.56		288.9	SH Lee	G5R2_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015329	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
63	8	G5R3_NF_20JUN2016	20	6	2016	13:19	sunny/hazy windy, cloudy, 29C	27.1	NA	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_20JUN2016	6	2017-10-10	6.4	73	16	82	1021	141	2.7	1	3.1	9.7	22.4	G5R3_NF_20JUN2016	339	1.4667	45.3641	30.93	112	3.097	G5R3_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.23	Benzyl Chloride 	190	9.19		333.9	SH Lee	G5R3_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015317	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
64	9	G5R4_NF_20JUN2016	20	6	2016	14:05	sunny/hazy windy, cloudy, 29C	28.2	NA	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_20JUN2016	6	2017-10-10	6.2	71	30	95	897	141	2.9	0.2	3.6	6.8	24.2	G5R4_NF_20JUN2016	353	1.3614	45.1816	33.19	112	2.68	G5R4_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.45	Benzyl Chloride 	190	19.63		684.3	SH Lee	G5R4_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015338	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
65	11	G6R1_MAIN_20JUN2016	20	6	2016	12:05	sunny/hazy windy, 29C	34.4	NA	G6R1_MAIN	1	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_MAIN_20JUN2016	6	2017-10-10	5.4	71	30	47	728	115	2.5	16.3	23.9	6.3	24.8	G6R1_MAIN_20JUN2016	283	2.1145	45.9912	21.75	213	0.79	G6R1_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.53	Benzyl Chloride 	190	47.33		1626.2	SH Lee	G6R1_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015289	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
66	12	G6R2_MAIN_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_MAIN	2	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_MAIN_20JUN2016	6	2017-10-10	6	70	20	30	783	92	2.5	1.4	2.7	7.25	23.5	G6R2_MAIN_20JUN2016	265	2.4001	45.3555	18.9	213	0.855	G6R2_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.48	Benzyl Chloride 	190	32.13		1114	SH Lee	G6R2_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015346	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
67	13	G6R3_MAIN_20JUN2016	20	6	2016	13:38	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R3_MAIN	3	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_MAIN_20JUN2016	6	2017-10-10	5.6	71	32	58	786	127	2.5	5.1	2.1	5.32	22.9	G6R3_MAIN_20JUN2016	241	1.8421	45.6785	24.8	213	0.969	G6R3_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.88	Benzyl Chloride 	190	37.73		1219.2	SH Lee	G6R3_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015314	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
68	14	G6R4_MAIN_20JUN2016	20	6	2016	14:21	sunny/hazy windy, cloudy, 29C	27.9	NA	G6R4_MAIN	4	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_MAIN_20JUN2016	6	2017-10-10	5.7	68	49	183	870	144	2.9	15.7	7.3	12.79	20.8	G6R4_MAIN_20JUN2016	237	2.0523	45.7758	22.3	213	0.735	G6R4_MAIN_20JUN2016_LD1		DNA	1	phyllosphere	5.92	Benzyl Chloride 	190	38.6		1238.9	SH Lee	G6R4_MAIN_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015292	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
69	16	G6R1_NF_20JUN2016	20	6	2016	12:05	sunny/hazy windy, 29C	34.4	NA	G6R1_NF	1	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_NF_20JUN2016	6	2017-10-10	5.9	72	23	51	798	134	2.8	0.4	3.8	7.99	24.8	G6R1_NF_20JUN2016	247	1.6338	44.912	27.49	213	2.027	G6R1_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.82	Benzyl Chloride 	190	20.1		656.2	SH Lee	G6R1_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015308	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
70	17	G6R2_NF_20JUN2016	20	6	2016	12:50	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R2_NF	2	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_NF_20JUN2016	6	2017-10-10	6.2	71	20	51	865	141	2.7	0.7	4.7	8.24	23.5	G6R2_NF_20JUN2016	270	1.912	45.2745	23.68	213	2.197	G6R2_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.01	Benzyl Chloride 	190	31.8		1206	SH Lee	G6R2_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015302	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
71	18	G6R3_NF_20JUN2016	20	6	2016	13:38	sunny/hazy windy, cloudy, 29C	27.6	NA	G6R3_NF	3	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_NF_20JUN2016	6	2017-10-10	6.4	73	18	54	1073	171	2.6	0.7	2.5	7.19	22.9	G6R3_NF_20JUN2016	312	1.7584	45.6862	25.98	213	2.553	G6R3_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.1	Benzyl Chloride 	190	26.13		973.5	SH Lee	G6R3_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015307	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
72	19	G6R4_NF_20JUN2016	20	6	2016	14:21	sunny/hazy windy, cloudy, 29C	27.9	NA	G6R4_NF	4	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_NF_20JUN2016	6	2017-10-10	6.3	70	27	68	939	162	2.8	1.1	5.3	9.73	20.8	G6R4_NF_20JUN2016	273	1.9355	45.1923	23.35	213	2.856	G6R4_NF_20JUN2016_LD1		DNA	1	phyllosphere	5.4	Benzyl Chloride 	190	37.4		1315.9	SH Lee	G6R4_NF_20JUN2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015361	NA	2016-06-20	1466395200	20.06.16	0	25.3	30.1	17.9	984	67.66	2.17	3.58	235.3	229.51	295.81	28.7	22.3	2016	NA	NA	NA	NA
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	G5R1_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.41	Benzyl Chloride 	190	34.2		1201.1	SH Lee	G5R1_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	N	Y	G5R1_MAIN_12JUL2016_LD2_MG	N	0	0				NA	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
73	1	G5R1_MAIN_12JUL2016	12	7	2016	11:20	38.7 C sunny, windy	32.2	NA	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_12JUL2016	6	2017-03-18	6	70	32	80	736	107	2.3	7.8	4.3	5.7	24.4	G5R1_MAIN_12JUL2016	322	1.3709	45.0752	32.88	162.56	1.014	G5R1_MAIN_12JUL2016_LD2	4/21/17	DNA	2	phyllosphere	6.7	Benzyl Chloride	190	42		0	KL Grady	G5R1_MAIN_12JUL2016_LD2_MG		5.59	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	Y	G5R1_MAIN_12JUL2016_LD1_MG	N	0	147815						2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
74	2	G5R2_MAIN_12JUL2016	12	7	2016	11:57	38.7 C sunny, windy	33.6	NA	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_12JUL2016	6	2017-03-18	6.4	71	20	66	700	104	2.6	5.4	10.9	7.5	25.4	G5R2_MAIN_12JUL2016	342	1.3342	45.2078	33.88	162.56	0.82	G5R2_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.18	Benzyl Chloride 	190	23.93		877.7	SH Lee	G5R2_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015333	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
75	3	G5R3_MAIN_12JUL2016	12	7	2016	13:08	38.7 C sunny, windy	31.4	NA	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_12JUL2016	6	2017-03-18	5.9	69	19	79	820	119	3.1	3.2	4.9	5.8	25.5	G5R3_MAIN_12JUL2016	344	1.447	45.3191	31.32	162.56	0.93	G5R3_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.8	Benzyl Chloride 	190	56.07		1836.8	SH Lee	G5R3_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015325	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
76	4	G5R4_MAIN_12JUL2016	12	7	2016	13:45	38.7 C sunny, windy	33.1	shows signs of infection	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_12JUL2016	6	2017-03-18	6.5	71	38	122	726	119	2.6	7.4	6.8	4.8	29.5	G5R4_MAIN_12JUL2016	336	1.0099	33.8473	33.52	162.56	1.051	G5R4_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.65	Benzyl Chloride 	190	6.22		209.2	SH Lee	G5R4_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015339	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
77	6	G5R1_NF_12JUL2016	12	7	2016	11:15	38.7 C sunny, windy	38.7	NA	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_12JUL2016	6	2017-03-18	6.5	71	31	85	905	129	2.7	1.6	2.5	6.4	24	G5R1_NF_12JUL2016	338	1.2056	44.8801	37.23	162.56	3.556	G5R1_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.11	Benzyl Chloride 	190	32.6		1212.1	SH Lee	G5R1_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015336	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
78	7	G5R2_NF_12JUL2016	12	7	2016	11:53	38.7 C sunny, windy	31.5	NA	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_12JUL2016	6	2017-03-18	6.8		23	80	850	117	3	1.2	3.8	4.8	24.7	G5R2_NF_12JUL2016	349	1.2687	45.3309	35.73	162.56	3.746	G5R2_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.39	Benzyl Chloride 	190	13.1		461.8	SH Lee	G5R2_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015337	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
79	8	G5R3_NF_12JUL2016	12	7	2016	13:01	38.7 C sunny, windy	31.2	NA	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_12JUL2016	6	2017-03-18	6.4	71	20	78	968	122	3.2	1.4	4.8	6.7	26.5	G5R3_NF_12JUL2016	331	1.2688	45.2186	35.64	162.56	3.306	G5R3_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.27	Benzyl Chloride 	190	10.5		378.6	SH Lee	G5R3_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015330	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
80	9	G5R4_NF_12JUL2016	12	7	2016	13:40	38.7 C sunny, windy	38.4	shows signs of infection	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_12JUL2016	6	2017-03-18	7		38	124	997	119	2.7	1.3	3.1	4	31.2	G5R4_NF_12JUL2016	363	1.0679	45.2878	42.41	162.56	3.888	G5R4_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.03	Benzyl Chloride 	190	14.67		554.1	SH Lee	G5R4_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015328	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
81	11	G6R1_MAIN_12JUL2016	12	7	2016	11:32	38.7 C sunny, windy	31.9	NA	G6R1_MAIN	1	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_MAIN_12JUL2016	6	2017-09-27	6	69	40	68	783	132	2.1	8.3	17.9	4.32	23	G6R1_MAIN_12JUL2016	329	1.6581	45.585	27.49	233.68	0.794	G6R1_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	5.34	Benzyl Chloride 	190	112		3985	SH Lee	G6R1_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015268	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
